Temperature_C,Humidity_Percent,CO_ppm
24.05,61.2,30.48
24.07,61.6,29.33
24.17,61.3,30.73
24.02,61.4,30.56
24.18,61.5,31.08
24.39,61.5,30.12
24.22,61.0,29.75
24.09,61.8,30.58
24.07,61.4,30.69
24.05,61.3,30.55
110.0,8.0,600.0
24.01,61.5,29.97
24.11,61.6,30.43
24.11,61.6,30.33
24.02,61.6,31.04
23.89,61.8,30.69
24.15,61.7,30.36
24.09,61.4,31.36
24.18,61.1,30.37
24.02,61.9,30.78
24.28,61.3,30.42
23.97,61.3,31.32
24.36,60.9,30.54
23.84,61.5,30.56
24.17,61.4,30.43
24.17,60.9,30.6
23.98,61.5,31.1
24.16,61.3,30.92
24.29,62.2,30.51
23.77,61.2,31.35
24.18,61.3,30.94
23.73,61.1,30.28
23.96,61.8,29.81
24.34,61.3,30.29
24.01,61.2,30.71
23.92,61.6,30.8
24.07,61.0,31.18
24.41,61.6,29.95
23.83,61.9,30.28
23.94,61.6,29.91
24.32,61.6,29.83
24.38,61.7,30.19
24.08,61.9,30.68
23.91,61.8,30.89
24.41,61.5,30.03
24.34,61.7,30.1
24.2,61.1,29.61
23.98,61.6,30.61
24.09,61.1,30.13
24.08,61.3,31.33
24.15,60.5,30.7
24.32,61.5,30.41
24.23,61.2,30.18
23.94,61.7,29.75
24.31,61.5,29.82
24.15,61.7,30.19
24.2,61.1,30.15
24.32,61.7,30.0
23.93,62.0,30.69
24.09,61.6,30.76
24.02,61.6,30.27
23.86,61.5,31.47
24.15,61.2,29.63
24.48,61.6,30.53
23.82,60.9,30.39
24.1,61.3,30.22
24.2,60.9,30.15
24.12,61.2,30.5
24.08,61.6,30.39
23.91,61.6,30.3
24.13,61.4,29.85
23.99,61.5,29.69
23.77,60.8,30.36
24.28,61.3,30.3
24.24,61.2,30.4
24.11,61.2,30.45
24.13,61.6,30.24
24.26,61.1,30.39
24.13,61.2,30.07
24.24,60.8,31.26
24.06,61.3,30.1
24.3,61.1,30.31
24.15,61.4,30.14
24.13,61.1,30.13
23.91,61.4,30.51
24.14,61.4,30.45
23.98,61.9,30.27
24.0,61.5,30.36
23.98,60.8,30.14
23.94,61.0,30.7
24.42,61.4,31.53
24.3,61.1,30.06
24.39,60.5,30.7
23.92,61.8,30.52
24.11,61.6,30.83
23.91,61.6,30.85
24.0,61.2,30.6
23.96,61.5,30.48
24.29,61.2,30.28
24.04,61.5,30.12
24.26,61.1,30.45
24.19,61.9,29.86
24.45,60.9,30.2
23.88,61.8,31.05
24.29,61.4,30.55
24.27,61.3,30.95
23.95,61.5,31.23
24.25,61.6,30.41
24.15,61.8,30.6
24.07,61.5,30.35
23.98,61.1,30.09
23.99,61.4,30.02
24.41,61.9,30.92
24.1,61.8,30.6
24.22,61.7,31.42
23.98,61.6,30.99
23.98,61.6,30.13
24.26,61.7,30.92
23.9,61.3,30.35
24.04,61.0,31.11
24.11,61.4,30.26
24.12,61.2,29.97
24.07,61.1,30.1
24.16,61.2,30.13
24.2,62.1,30.08
24.21,61.4,30.21
23.95,61.5,30.93
24.06,61.0,31.4
24.28,60.8,29.83
24.23,61.2,31.13
23.89,61.8,30.26
24.15,61.5,30.67
23.8,61.6,29.67
24.11,61.6,30.76
24.38,61.2,29.5
23.96,61.8,30.66
23.97,61.2,30.63
24.21,61.8,30.6
23.87,61.5,30.13
24.01,60.9,30.77
24.19,61.2,30.7
24.0,60.9,30.4
24.06,61.7,30.84
24.21,61.4,30.45
24.16,60.7,30.76
24.14,61.5,30.44
24.05,61.2,30.61
24.16,61.0,30.79
24.08,61.9,30.3
24.17,61.4,29.88
24.03,61.3,30.64
24.07,61.3,31.09
23.95,60.9,30.65
24.09,61.0,30.66
23.98,61.8,30.48
23.93,61.3,30.87
24.14,61.4,30.41
24.13,60.8,30.27
24.22,61.0,31.05
24.04,61.6,30.23
24.16,61.5,30.94
24.18,61.9,31.05
24.17,61.8,30.78
23.98,61.3,29.88
24.12,61.5,30.51
24.15,61.3,30.4
24.1,62.0,30.25
23.79,61.7,30.57
24.12,61.5,30.88
24.43,61.5,30.27
24.05,61.8,30.41
23.99,61.6,30.38
24.16,61.9,31.08
24.15,60.7,30.37
24.28,61.5,29.88
23.91,61.2,29.71
24.21,61.9,30.68
24.19,61.9,30.12
24.08,61.4,30.83
24.15,61.9,29.83
24.25,61.9,30.23
24.23,61.4,29.83
23.93,62.1,30.72
24.22,61.4,30.82
24.09,61.3,30.67
24.11,61.7,29.96
24.11,61.3,30.13
24.08,61.4,30.62
24.28,61.8,29.66
24.09,61.4,30.38
23.93,60.9,31.26
24.04,61.5,30.41
24.13,61.2,29.76
24.28,61.7,30.2
24.19,61.6,30.18
23.97,61.8,31.57
24.47,61.7,31.33
24.14,61.7,30.87
24.29,61.2,30.33
24.08,61.6,31.1
24.18,62.0,29.93
24.23,61.2,31.04
24.28,61.9,30.96
24.26,61.2,30.42
24.23,61.1,31.07
24.05,61.5,30.28
24.01,61.6,29.87
24.15,61.7,30.99
24.24,61.1,30.46
24.07,61.5,30.8
24.26,61.2,31.41
24.32,61.0,30.14
23.96,61.1,30.43
23.97,61.2,31.28
24.08,61.6,30.83
24.15,61.7,30.15
24.02,61.0,30.02
24.3,61.5,30.24
24.16,61.0,30.13
24.11,61.6,30.62
23.88,61.2,30.54
23.9,61.1,30.64
24.14,61.6,30.08
23.78,61.2,30.46
24.25,61.3,29.47
24.08,60.7,30.57
24.59,61.7,31.09
24.45,61.6,29.79
24.07,61.4,30.74
24.08,60.9,30.19
24.25,61.8,30.9
24.36,61.2,30.58
23.85,61.3,30.7
23.83,62.1,30.53
24.01,61.2,31.16
24.19,61.6,30.67
24.17,61.6,30.15
24.26,61.5,30.55
23.92,61.5,30.32
23.75,61.5,30.58
24.23,61.5,30.29
23.98,61.4,30.16
23.8,61.9,30.6
24.12,61.0,30.53
24.22,61.7,31.03
24.08,61.6,30.29
24.03,61.6,29.51
24.08,61.7,30.32
24.04,61.4,29.69
23.9,60.8,30.71
23.99,61.4,29.66
24.18,61.1,30.01
24.15,61.2,30.32
24.13,61.0,31.27
23.95,61.3,29.96
24.07,61.2,30.51
23.77,60.7,30.79
24.13,61.6,31.24
24.31,62.1,30.89
23.88,61.6,31.05
24.01,61.3,30.93
24.15,61.4,29.9
24.29,61.3,30.68
24.03,61.4,30.92
24.0,61.4,30.02
23.8,61.1,30.21
24.12,61.9,30.1
24.41,61.0,30.89
24.14,61.6,30.47
24.1,61.4,30.34
24.15,62.0,29.86
24.1,61.5,30.47
23.98,61.3,30.22
24.22,61.3,30.62
24.13,61.4,29.93
24.1,61.1,30.59
23.95,61.2,30.28
24.3,60.9,29.88
24.2,61.1,29.84
24.02,61.4,29.91
24.25,61.5,30.4
24.03,60.8,30.56
23.98,61.4,30.63
23.99,61.6,30.65
23.83,61.4,30.12
24.17,61.2,31.03
23.83,61.3,30.28
23.92,61.2,30.73
23.79,61.2,30.42
24.09,61.5,30.69
24.08,62.1,30.39
24.05,61.2,30.7
23.94,61.3,30.5
23.92,61.4,30.91
24.17,61.2,30.09
24.02,61.7,29.62
24.15,60.7,30.01
23.97,61.2,31.03
24.13,61.6,30.42
24.3,61.3,30.55
24.19,61.2,29.97
24.04,61.5,30.53
24.14,61.7,29.99
24.06,61.5,30.06
24.1,61.2,30.3
24.05,61.5,30.72
24.08,61.3,30.78
24.13,61.6,30.79
23.95,61.8,29.71
23.95,60.6,30.5
23.89,61.4,30.4
23.86,60.9,29.73
23.92,62.1,30.51
24.12,61.3,30.37
23.97,61.6,30.76
24.18,61.4,30.54
24.11,61.2,30.23
23.8,61.1,30.96
24.2,61.9,29.39
24.22,61.7,30.47
23.95,62.0,29.62
24.16,61.4,30.04
23.97,61.5,30.76
24.11,61.3,29.86
23.91,61.3,29.79
23.83,61.1,31.69
24.04,61.4,29.82
24.08,61.2,31.33
24.04,61.5,30.41
23.92,61.5,30.24
24.04,61.5,30.78
24.14,61.9,31.17
24.09,61.4,29.93
24.13,61.6,30.24
24.0,62.0,30.92
24.28,61.8,30.64
23.92,61.7,31.05
24.17,61.3,30.76
24.28,61.5,31.4
24.17,61.0,30.59
24.07,61.5,30.61
24.02,61.5,30.66
24.26,61.4,30.43
23.89,61.7,30.92
23.95,61.0,30.62
24.04,61.9,30.89
24.29,61.7,30.97
24.16,61.4,30.71
23.95,61.4,30.75
24.05,61.5,29.99
24.01,61.9,30.22
23.99,61.4,30.92
24.25,61.4,31.21
23.89,61.4,29.53
24.34,61.9,30.22
24.22,61.3,30.51
24.26,61.4,30.06
24.03,61.8,30.09
24.08,61.4,30.74
23.89,61.7,31.29
24.02,61.1,29.48
24.17,61.3,30.41
24.29,61.8,30.73
23.93,61.2,30.89
24.05,61.4,30.66
24.08,61.5,31.38
23.89,61.1,30.51
24.19,61.3,31.16
23.99,61.4,30.18
24.07,61.4,30.53
24.03,61.8,29.89
23.98,61.9,30.95
24.1,61.1,30.44
24.07,61.4,30.68
24.04,61.6,30.34
23.99,61.9,30.79
24.15,61.6,30.7
24.35,61.5,30.0
24.12,61.6,30.03
24.25,61.6,30.49
23.89,61.1,30.83
24.12,61.5,31.43
23.94,61.8,30.65
23.88,61.3,31.0
23.99,61.4,29.69
24.28,61.3,31.51
24.24,60.7,30.8
24.14,61.4,30.48
23.87,61.5,30.42
24.07,61.2,29.95
24.15,61.1,30.09
24.13,61.1,31.46
23.82,61.6,30.01
23.97,62.0,30.0
24.09,61.8,30.15
24.18,61.0,29.9
23.77,61.7,30.51
24.08,61.2,31.04
24.12,61.2,30.19
24.23,61.3,29.81
24.2,61.6,30.65
24.19,61.7,30.47
23.98,61.4,31.0
23.81,61.4,30.27
24.04,61.5,30.37
24.25,61.6,30.43
24.31,61.8,30.54
24.21,61.0,30.3
24.16,61.4,30.22
24.16,61.1,29.57
24.02,61.4,30.22
24.08,61.3,30.86
24.35,61.4,30.93
23.96,61.2,30.26
24.34,61.0,31.15
24.05,60.8,30.49
24.3,61.4,29.83
23.89,61.3,29.67
24.19,61.2,31.11
23.99,61.8,30.31
23.89,61.1,29.89
24.13,61.8,29.37
24.25,61.9,30.3
23.97,60.8,30.7
23.88,61.4,30.15
24.09,61.3,29.97
24.09,60.5,30.23
24.18,61.0,31.12
24.24,61.6,29.8
24.09,62.0,30.18
24.38,61.7,31.11
24.13,61.5,30.75
24.05,61.4,30.59
23.86,61.9,30.18
24.06,62.0,30.52
24.05,61.2,30.23
24.24,60.8,30.07
24.17,60.8,29.96
23.92,61.8,30.89
24.13,61.4,30.47
24.2,61.5,30.66
24.33,60.9,30.58
24.23,61.2,30.72
24.21,61.3,30.37
24.11,61.5,30.26
24.16,61.3,30.09
24.29,61.1,29.79
23.9,61.2,29.94
24.05,61.8,30.32
23.98,61.5,29.7
24.16,61.6,29.81
24.28,61.1,31.02
24.01,60.5,30.61
23.74,61.2,30.27
24.04,61.1,31.64
24.24,61.5,29.68
24.18,62.4,30.99
24.16,61.6,30.44
24.06,62.2,30.89
23.91,61.6,30.55
24.18,61.2,29.56
23.97,61.5,30.55
24.43,61.9,30.67
24.19,61.9,29.4
24.01,61.2,31.47
24.01,61.5,30.66
24.09,61.0,30.84
24.06,61.6,29.92
24.27,61.9,30.85
24.13,61.4,31.04
23.99,61.2,30.63
24.38,61.5,30.5
24.11,61.5,30.05
24.22,61.4,30.39
24.01,61.5,30.24
24.15,61.3,30.79
24.15,61.7,30.08
23.82,61.6,30.78
24.4,61.1,30.08
24.29,61.1,30.37
24.04,61.3,30.81
23.93,61.6,30.15
24.15,61.4,30.83
24.11,61.2,30.78
24.15,61.5,30.36
24.13,61.3,31.08
24.18,61.7,30.54
24.32,61.5,31.05
24.19,61.3,31.4
23.94,61.5,30.38
24.3,61.8,30.82
24.35,61.2,30.18
24.57,61.5,29.98
23.93,61.4,30.4
24.14,61.5,29.82
23.79,61.2,30.03
24.18,61.4,30.8
24.02,61.7,30.24
24.39,61.1,30.86
23.98,61.0,30.65
23.85,61.0,31.43
24.03,61.0,30.76
23.8,61.6,31.06
24.21,61.0,30.7
23.79,61.3,30.66
24.1,61.6,31.08
23.79,61.5,30.83
24.05,61.3,30.61
24.35,61.5,30.6
24.15,61.4,30.77
23.97,61.3,30.16
24.1,61.3,30.14
24.1,62.1,31.21
24.17,61.6,31.43
23.89,62.1,30.04
24.19,61.3,30.17
23.69,61.4,31.07
24.01,61.0,30.77
24.03,61.2,30.84
24.19,62.0,30.95
24.1,61.2,30.38
23.89,62.0,30.66
23.95,61.0,30.63
24.13,61.1,30.07
24.09,61.3,30.66
24.01,61.4,31.12
24.03,61.7,30.33
24.2,61.5,30.58
24.02,61.3,30.6
24.09,61.4,30.36
24.43,61.3,30.84
23.89,61.1,30.16
23.82,61.1,31.17
24.22,61.7,30.81
24.0,60.9,30.03
24.05,61.9,31.35
23.98,61.3,30.58
24.06,61.2,30.14
24.34,61.6,31.05
24.22,61.8,30.75
24.23,61.7,29.61
23.89,61.6,30.24
23.93,61.7,30.64
23.67,60.9,29.42
23.98,61.2,30.54
24.24,61.1,30.58
24.18,61.8,29.91
24.07,61.3,30.64
24.1,61.7,30.5
24.0,61.6,29.9
24.13,61.1,30.96
24.21,61.2,30.92
23.86,61.8,30.36
24.14,61.2,30.4
24.24,61.4,30.86
24.04,61.2,30.4
24.21,61.3,29.53
24.52,61.4,30.74
24.08,61.2,30.09
24.16,61.1,30.31
23.99,61.5,31.23
24.13,61.1,30.43
24.17,61.2,30.5
24.13,61.1,30.75
23.95,61.4,30.75
24.13,61.7,30.04
24.32,61.9,30.47
24.17,61.2,30.52
24.24,62.0,30.64
24.06,61.1,30.64
24.21,61.7,31.79
24.14,61.2,29.91
23.96,61.1,30.99
24.15,61.2,31.09
23.95,61.4,30.75
24.01,61.6,30.17
24.13,61.6,31.33
24.14,61.1,29.4
23.92,61.1,30.16
24.26,61.1,31.09
24.19,61.4,30.31
23.99,61.3,31.3
23.87,61.1,29.74
24.08,61.5,29.94
24.03,62.1,30.23
24.12,61.2,30.71
24.05,61.3,30.39
23.8,61.6,30.25
24.04,61.2,31.21
24.05,61.6,31.26
24.2,61.2,30.29
24.0,61.9,29.65
24.35,61.5,29.42
23.81,61.2,30.62
24.3,61.2,30.83
24.07,61.2,30.53
24.23,61.8,30.46
24.11,61.0,30.1
24.27,61.2,30.83
24.04,61.2,31.34
23.94,61.4,29.39
24.31,61.3,30.46
24.08,61.0,30.01
24.13,61.3,29.75
24.29,61.4,29.94
23.95,61.2,30.69
24.19,61.6,30.7
24.01,61.7,31.23
24.08,61.4,30.5
24.11,61.5,29.62
23.87,60.8,30.38
23.98,61.3,29.81
24.3,61.7,29.9
24.23,61.3,30.79
24.09,61.2,30.6
24.14,62.1,30.79
24.06,61.9,30.32
24.3,61.5,30.9
24.07,61.7,30.29
24.13,60.7,31.06
24.27,61.2,30.67
23.98,61.3,30.4
24.33,61.3,30.61
23.87,61.3,30.49
24.34,60.6,31.3
24.04,61.5,30.62
24.06,61.6,30.5
23.82,61.9,30.38
24.03,61.2,30.92
23.94,61.1,30.85
24.01,60.6,30.36
24.08,61.3,29.92
24.24,61.7,30.05
24.13,61.2,30.41
24.15,62.0,31.17
23.94,61.3,30.37
23.97,61.4,30.2
24.37,61.0,29.62
23.99,61.5,31.26
24.35,60.8,30.78
24.06,61.6,30.9
24.1,61.6,30.98
24.26,61.8,30.42
24.29,61.1,30.54
24.08,61.4,31.24
24.04,61.6,30.59
24.09,61.5,30.79
24.15,61.1,30.94
24.23,60.7,30.82
24.1,61.5,30.44
24.19,61.4,30.48
24.35,61.2,30.89
24.16,61.6,30.89
24.15,61.4,31.08
23.87,61.0,30.78
23.71,60.8,30.8
24.16,61.1,30.28
24.09,62.1,30.21
24.02,61.6,30.89
24.14,61.5,30.21
24.09,61.3,30.49
24.27,61.3,31.19
24.11,61.8,31.11
23.99,61.3,30.65
24.25,61.6,30.35
24.07,61.3,30.44
24.18,62.0,30.93
24.03,61.6,30.48
24.0,61.8,30.22
24.11,61.2,31.11
24.1,61.7,30.59
24.17,61.3,30.21
24.06,61.4,30.74
23.82,61.9,30.99
24.04,61.1,30.0
24.22,61.5,30.4
24.06,61.5,30.38
24.06,61.6,30.73
24.25,61.3,30.82
23.99,62.0,30.22
23.87,61.0,29.75
24.08,61.8,31.02
24.03,61.8,29.94
23.96,62.0,30.64
24.07,60.9,30.43
24.17,61.1,30.58
24.1,61.8,31.33
24.15,60.8,32.02
24.37,60.9,29.68
24.05,61.3,30.99
24.14,61.5,30.42
24.02,61.9,31.02
23.97,61.3,30.98
24.01,61.2,31.2
24.03,61.5,30.64
24.15,61.5,30.06
24.45,61.5,30.96
23.99,61.3,30.56
24.04,60.8,30.38
24.09,61.1,30.26
24.16,61.8,31.0
24.14,61.5,31.3
24.29,61.3,29.9
23.74,61.7,30.81
23.74,61.1,30.31
24.03,61.3,29.77
24.26,61.4,30.57
23.87,61.3,30.08
23.65,61.4,29.71
24.19,61.3,30.11
24.14,61.0,29.99
23.94,61.5,30.18
23.95,61.0,29.84
23.95,61.4,30.3
24.12,61.8,30.14
24.01,61.3,30.69
24.17,61.0,30.8
23.67,61.4,30.63
23.97,61.2,30.38
23.93,61.6,30.37
24.06,61.4,30.08
24.02,61.9,30.09
24.22,61.7,30.85
23.82,61.4,29.62
24.11,61.6,30.46
24.18,61.3,30.34
24.38,61.4,30.8
24.03,61.3,29.79
24.15,61.6,30.51
23.83,61.8,30.67
23.74,61.6,29.55
24.23,61.7,29.96
24.1,61.7,30.45
24.28,61.6,30.76
23.89,61.1,30.59
24.18,61.9,30.78
24.38,61.9,29.96
24.16,61.3,29.71
24.14,61.3,30.54
24.1,61.6,29.89
23.86,61.6,30.07
24.3,61.3,30.97
24.01,61.0,30.59
24.18,61.5,30.22
23.87,61.6,30.15
23.92,61.6,30.81
24.32,61.5,30.61
24.05,61.3,29.89
24.32,61.7,29.53
24.09,61.4,31.44
23.82,61.3,29.89
24.23,61.3,30.76
24.01,60.9,31.26
24.2,61.3,30.57
24.1,61.6,30.2
23.87,61.5,29.79
24.12,61.9,29.78
24.43,61.3,30.69
24.17,61.5,31.23
24.09,61.6,30.3
24.26,62.1,30.22
24.13,61.4,30.85
24.13,61.1,30.16
23.94,61.7,30.64
24.14,62.0,30.52
24.26,61.3,30.3
23.97,61.7,30.49
24.31,61.8,31.38
24.09,61.7,30.8
23.97,61.4,31.05
24.25,61.2,30.04
24.06,61.4,31.05
24.21,61.5,30.82
24.06,61.7,29.75
24.09,61.5,30.77
24.17,61.3,30.24
24.14,61.6,29.73
23.8,61.7,30.56
23.93,61.5,30.77
24.24,61.1,30.58
24.08,61.3,30.45
24.02,61.7,30.33
23.9,61.0,31.73
23.94,60.8,29.91
23.8,61.9,30.94
24.08,61.6,30.51
24.01,61.6,30.07
23.96,61.1,30.48
24.09,61.6,29.8
24.15,61.5,30.2
24.41,60.9,30.48
23.87,61.8,29.72
24.27,61.4,30.75
24.25,61.3,30.02
23.98,61.3,29.77
24.13,60.8,29.96
24.03,61.6,31.59
24.13,61.5,29.51
24.33,61.3,30.72
24.19,61.8,30.12
24.18,61.0,30.32
24.04,61.2,30.8
23.88,61.1,30.78
24.07,61.3,30.16
24.28,61.4,29.82
23.87,61.5,30.81
23.94,61.3,30.78
24.12,61.1,30.36
23.95,61.9,30.72
23.98,62.1,30.28
24.04,61.4,30.09
23.9,61.2,30.5
23.95,61.8,30.76
24.21,61.0,30.65
23.9,61.3,30.75
23.86,61.2,30.12
24.01,61.1,31.29
24.21,61.3,30.33
24.07,61.1,30.44
24.03,61.4,29.84
24.11,61.4,30.4
23.84,61.2,30.77
24.17,61.3,30.88
24.16,61.3,31.28
24.04,61.6,30.76
24.25,61.4,30.64
23.93,61.6,30.28
24.27,61.6,30.17
24.12,61.6,30.99
24.05,61.8,30.98
24.1,61.1,29.96
24.08,61.3,30.86
24.28,61.9,30.83
23.94,61.3,29.94
23.99,60.6,30.77
24.26,61.3,29.98
24.01,61.4,29.29
24.24,60.6,30.42
24.35,61.8,30.63
24.04,61.2,30.44
24.2,61.5,31.93
23.93,61.3,30.69
24.21,61.0,30.57
24.13,61.1,30.71
24.17,61.1,30.28
24.0,61.7,30.96
23.85,61.4,30.68
24.18,61.2,30.66
23.79,61.1,30.19
24.05,61.8,29.72
24.24,61.8,30.25
24.13,61.8,30.64
24.39,61.5,30.28
24.25,61.5,30.65
24.0,61.0,30.38
24.1,61.3,30.72
24.09,61.2,30.01
23.86,60.9,30.6
23.96,61.7,30.18
24.02,61.2,29.73
23.79,61.8,30.42
24.11,61.7,31.27
24.06,61.6,29.77
23.85,61.6,30.56
24.16,61.2,30.9
24.21,62.0,31.65
24.13,61.4,30.25
24.05,61.5,30.18
24.19,61.2,29.92
24.2,61.1,31.07
24.15,61.5,30.07
23.98,61.5,30.31
24.14,61.2,29.58
24.28,61.0,30.94
24.01,61.0,31.08
24.41,61.8,30.92
24.02,61.2,29.7
24.1,61.3,30.8
24.0,61.8,29.66
24.13,61.1,30.53
23.84,61.2,30.6
24.02,61.2,30.66
23.94,61.9,30.77
24.12,62.0,30.5
24.25,61.6,29.52
24.2,61.6,30.77
23.74,61.2,30.55
24.41,62.0,30.05
24.14,61.5,29.72
23.98,61.7,31.27
24.12,61.4,31.12
24.13,61.3,30.85
24.0,61.9,30.16
24.13,61.6,29.24
24.01,61.8,30.88
24.04,61.5,30.68
24.0,61.1,30.31
23.89,61.2,31.06
24.12,61.4,30.92
24.19,61.2,30.59
24.18,61.1,30.52
24.22,61.8,30.53
24.15,61.2,30.84
24.02,61.4,30.07
24.23,61.5,30.71
23.9,61.2,30.04
23.96,61.8,31.17
23.96,61.1,30.77
24.26,61.5,30.16
24.24,61.5,30.54
24.17,61.4,30.07
24.26,61.0,31.25
23.97,61.7,31.31
24.15,61.6,30.85
24.08,61.2,31.28
24.23,61.6,30.58
24.08,61.5,30.88
24.04,61.0,31.11
24.18,61.1,30.5
24.23,61.7,30.54
24.0,61.5,30.97
24.09,61.2,30.82
23.94,61.1,30.12
23.73,61.2,29.41
24.13,61.3,30.41
24.19,61.1,29.45
24.14,60.9,30.0
23.81,61.7,30.06
24.05,61.7,30.22
23.77,61.0,30.91
24.31,61.4,31.02
23.94,61.1,30.75
24.29,61.3,30.82
24.24,61.3,30.83
23.96,61.3,29.25
23.93,62.0,30.51
24.15,61.3,29.6
23.97,61.2,30.75
24.12,61.2,29.45
24.03,61.7,30.41
23.83,60.9,30.77
23.77,61.2,29.94
24.13,61.8,30.98
24.02,61.5,30.75
24.02,61.5,30.69
24.2,62.0,30.85
24.28,61.5,30.32
24.06,61.2,30.58
24.05,61.3,30.51
24.18,61.1,30.49
23.9,61.8,30.16
24.13,61.6,29.88
24.18,61.7,30.33
24.2,61.8,30.3
23.81,61.3,30.13
23.99,61.1,30.93
23.97,61.4,29.91
24.11,61.1,30.41
24.17,61.4,31.08
24.32,61.7,30.95
24.03,61.3,31.11
24.03,61.4,30.2
24.27,61.4,30.89
24.14,61.6,29.97
24.29,61.2,30.36
24.14,60.7,30.41
23.93,61.5,30.21
23.9,61.7,30.32
23.87,61.5,30.25
24.2,61.2,30.01
24.28,61.1,30.93
24.38,61.5,30.41
24.23,61.4,30.6
24.27,61.4,30.58
24.01,61.9,30.53
23.93,61.1,30.55
24.23,61.9,30.35
24.16,61.4,31.21
24.12,60.8,30.88
24.16,61.3,30.51
24.15,61.7,30.28
24.29,61.3,30.44
24.29,61.0,30.71
24.18,61.4,31.25
24.23,61.1,29.81
24.18,61.5,30.83
24.03,61.6,31.06
24.21,61.1,29.76
23.89,61.2,30.41
24.26,61.6,29.97
23.92,61.1,30.72
24.14,61.1,30.32
23.97,61.0,30.43
24.18,61.5,30.29
24.09,61.5,30.86
23.86,61.2,30.61
24.16,61.4,30.62
24.01,61.9,30.58
24.23,61.1,30.79
24.1,60.8,30.37
24.16,61.5,31.35
23.96,61.4,29.88
24.01,61.2,29.64
24.03,61.6,29.6
24.23,61.7,29.46
24.35,60.7,30.84
23.98,61.2,30.78
24.26,62.1,31.1
23.77,61.6,29.97
23.92,61.6,30.87
23.96,61.8,30.53
23.9,61.4,30.58
23.86,61.6,30.81
24.16,61.6,30.12
24.07,61.6,31.79
24.16,61.3,31.17
24.2,61.5,30.23
24.14,61.2,29.95
24.2,61.4,30.46
24.09,61.0,30.59
23.92,61.2,31.03
24.26,61.3,29.92
24.01,61.1,30.64
23.96,61.2,29.74
24.07,61.4,30.72
23.96,61.5,30.45
24.04,61.7,31.47
24.15,61.3,29.73
24.15,61.8,31.19
23.97,61.7,29.65
24.03,61.6,29.84
24.26,61.4,29.66
24.17,61.5,30.63
24.41,61.8,29.91
24.28,61.8,29.83
24.27,61.8,30.6
23.89,61.4,30.73
24.21,61.6,30.52
24.09,61.8,30.42
24.02,61.2,31.41
24.13,61.3,30.57
24.24,61.4,30.9
24.18,61.7,30.57
23.97,61.7,29.95
24.21,61.3,30.77
24.0,60.9,30.17
24.13,61.5,30.45
24.05,61.1,30.65
24.07,61.0,29.53
24.21,61.0,29.7
23.94,61.5,30.95
24.39,61.8,30.17
23.83,61.4,30.19
24.01,61.5,30.58
24.16,61.8,30.31
24.19,60.9,30.71
24.08,61.6,30.47
24.09,61.4,30.6
24.16,61.6,30.15
24.07,61.3,30.6
24.31,61.2,31.05
24.23,61.4,30.22
24.23,61.9,30.96
23.96,61.7,30.47
24.09,61.2,30.87
24.05,61.0,30.56
23.95,60.9,30.48
24.15,61.8,30.67
24.02,61.1,31.11
24.2,61.3,30.62
23.94,61.8,30.74
24.36,60.9,30.32
23.97,61.8,31.29
24.13,61.3,30.82
24.22,61.1,30.54
24.01,61.3,30.44
24.23,61.2,30.99
23.92,61.5,30.2
24.32,61.2,29.61
24.1,60.8,30.54
24.01,61.3,31.1
24.06,61.0,31.3
24.22,61.5,30.45
24.01,61.0,30.52
23.99,61.3,30.76
24.07,61.5,30.37
23.92,61.3,30.76
24.37,61.5,30.46
24.02,61.6,31.01
24.22,61.1,30.86
24.13,61.4,30.91
23.95,60.4,30.4
24.1,61.5,31.46
24.22,61.3,30.74
24.07,61.1,30.62
24.28,61.5,30.12
24.25,61.8,30.45
24.24,61.3,30.56
24.03,61.1,30.11
23.94,61.4,30.35
24.01,61.0,30.42
24.13,61.2,30.53
24.18,61.8,29.62
23.77,61.4,30.43
24.1,60.8,30.31
24.12,60.9,30.49
24.06,61.4,31.02
24.29,61.7,31.53
24.16,60.9,30.84
24.3,61.5,29.88
24.07,61.8,30.33
24.24,62.0,30.8
24.35,61.5,30.74
24.3,61.6,30.99
23.94,60.8,30.45
24.06,62.0,30.32
24.05,61.2,31.38
24.17,61.1,30.53
24.2,61.3,29.99
23.97,61.9,31.24
24.11,62.1,29.75
23.8,61.4,28.75
24.32,61.7,30.88
24.02,61.4,30.96
24.11,61.1,30.71
24.05,61.8,29.85
24.27,61.2,30.47
23.67,61.9,30.36
24.1,61.8,30.23
24.08,61.6,31.21
24.03,61.9,29.98
24.36,62.1,30.66
23.97,61.3,31.1
24.22,61.2,30.69
24.15,60.8,31.12
24.29,62.1,30.78
24.0,61.3,30.71
23.99,61.7,30.68
24.26,61.2,30.81
24.16,61.9,30.31
23.87,61.2,29.85
24.02,61.0,30.98
24.16,61.3,31.08
24.23,61.2,30.63
24.0,61.6,30.23
23.66,61.4,29.72
24.18,61.6,30.54
23.92,61.3,29.83
23.8,61.2,29.76
23.68,61.2,30.49
24.22,62.0,30.12
24.12,61.5,30.67
24.07,60.8,30.42
24.31,61.2,30.2
24.2,61.4,29.65
24.34,62.0,30.07
23.89,61.7,30.09
24.09,61.1,29.89
23.86,62.1,30.34
24.07,61.4,29.93
24.06,61.8,30.42
24.19,61.1,30.62
24.11,60.7,30.09
24.19,61.0,30.71
